comment,likes,replies,date,timestamp,seconds,clean_comment,weight,label,confidence,sentiment_score,segment
"1:02:16 is crazy how he is as American as he can be, he is also from Nova Scotia and his father worked in Moscow. Its not that I dont believe him but I need a time map because its confusing, either way is not that is an important fact but its weird how he is making claims attaching him to each country that he is in",0,0,02/28/2024,1:02:16,3736,"is crazy how he is as american as he can be, he is also from nova scotia and his father worked in moscow. its not that i dont believe him but i need a time map because its confusing, either way is not that is an important fact but its weird how he is making claims attaching him to each country that he is in",0,neutral,0.61,0,124
About the topic 'why are people consuming so many drugs 2:06:00' people don't... americans do! Its all about big corp making $$ and all you need to reach that conclusion is see how the 'great' USA is consuming 60% of all the drugs on the planet.... SIXTY! PERCENT! You are the only ones having this problem because someone up has to make cash and if that means it ruins your society.... so be it! :D,0,0,02/28/2024,2:06:00,7560,about the topic 'why are people consuming so many drugs ' people don't... americans do! its all about big corp making $$ and all you need to reach that conclusion is see how the 'great' usa is consuming 60% of all the drugs on the planet.... sixty! percent! you are the only ones having this problem because someone up has to make cash and if that means it ruins your society.... so be it! :d,0,negative,0.63,-1,252
"Wow,  thank you, Lex. I admire your tolerance. It was a really great exposure. You just had to move back a little not to get sprayed with what he spits. 
1:32:42 - he is really quick at back pedaling
1:51:21 - please don't",0,0,02/28/2024,1:32:42,5562,"wow, thank you, lex. i admire your tolerance. it was a really great exposure. you just had to move back a little not to get sprayed with what he spits. - he is really quick at back pedaling - please don't",0,positive,0.9,1,185
1:02:30 Israel has it,0,0,02/28/2024,1:02:30,3750,israel has it,0,neutral,0.82,0,125
Tucker farted from excitement at 1:23:23! hahahahah,0,0,02/28/2024,1:23:23,5003,tucker farted from excitement at ! hahahahah,0,neutral,0.5,0,166
42:44 largest city of europe by how many million? Lol meanwhile istanbul 😂😂😂😂😂,0,0,02/28/2024,42:44,2564,largest city of europe by how many million? lol meanwhile istanbul 😂😂😂😂😂,0,neutral,0.52,0,85
"02:49:30 Abrahamics are such child like creatures when it comes to religion...

Just like their Jealous god.",0,0,02/28/2024,02:49:30,10170,abrahamics are such child like creatures when it comes to religion... just like their jealous god.,0,negative,0.9,-1,339
"51:18 “We are more central planning here than they do in Russia .”
“There is no free market in US.” 
“There is no monopoly in Russia as big as Google.” 💀💀

Carlson’s knowledge on economics is so embarrassing.",0,0,02/28/2024,51:18,3078,“we are more central planning here than they do in russia .” “there is no free market in us.” “there is no monopoly in russia as big as google.” 💀💀 carlson’s knowledge on economics is so embarrassing.,0,negative,0.77,-1,102
"19:54 U.S dollar has been dying since Bush perpetrated 911 and the phony ""war on terror."" Be honest, it's both sides",0,0,02/28/2024,19:54,1194,"u.s dollar has been dying since bush perpetrated 911 and the phony ""war on terror."" be honest, it's both sides",0,negative,0.89,-1,39
45:08 When is he going to stop talking.,0,0,02/28/2024,45:08,2708,when is he going to stop talking.,0,negative,0.77,-1,90
50:41 Wait. This is Tucker's real hair? It's not a toupee? It seems to me people said it was.,0,0,02/28/2024,50:41,3041,wait. this is tucker's real hair? it's not a toupee? it seems to me people said it was.,0,neutral,0.78,0,101
1:41 will you talk to me?,0,0,02/28/2024,1:41,101,will you talk to me?,0,neutral,0.91,0,3
"58:28 58:29 I'm going to comment on our cities, I lived in Reading Pa. In 1977 and the city was beautiful. It is now like the slums of Mexico. I now work near  Camden N.J. omg it's better than what it was I suppose but nothing like years ago. I can't with Philly. Horrific! Welfare has destroyed this country! And I had to add, I feel the more we ,as a whole,have moved away from God, the worst things face gotten. Right and wrong are in the scriptures....!",0,0,02/28/2024,58:28,3508,"i'm going to comment on our cities, i lived in reading pa. in 1977 and the city was beautiful. it is now like the slums of mexico. i now work near camden n.j. omg it's better than what it was i suppose but nothing like years ago. i can't with philly. horrific! welfare has destroyed this country! and i had to add, i feel the more we ,as a whole,have moved away from god, the worst things face gotten. right and wrong are in the scriptures....!",0,positive,0.51,1,116
@38:00 I question every persons motive who actually WANTS to be president.,0,0,02/28/2024,38:00,2280,@ i question every persons motive who actually wants to be president.,0,negative,0.82,-1,76
"25:15 - 27:00 he's right...!

Thanks for the videos (Y) I learn a lot from them.",0,0,02/28/2024,25:15,1515,- he's right...! thanks for the videos (y) i learn a lot from them.,0,positive,0.98,1,50
1:21:18 The western cabal worships at the feet of chaos.,0,0,02/28/2024,1:21:18,4878,the western cabal worships at the feet of chaos.,0,negative,0.85,-1,162
23:14 these 2 people known zero about Russia and Putin or Russian’s  election. Not asking about Navalny and other 100 people hard evidence!,0,0,02/28/2024,23:14,1394,these 2 people known zero about russia and putin or russian’s election. not asking about navalny and other 100 people hard evidence!,0,negative,0.73,-1,46
"1:54:06 clip it, boys.",0,0,02/28/2024,1:54:06,6846,"clip it, boys.",0,neutral,0.54,0,228
2:53:34 Best advice ever,0,0,02/28/2024,2:53:34,10414,best advice ever,0,positive,0.92,1,347
"At work listening on one beat, at  53:45, omg! 😂😂 out loud! •excuses self sheepishly• 🤭",0,0,02/28/2024,53:45,3225,"at work listening on one beat, at , omg! 😂😂 out loud! •excuses self sheepishly• 🤭",0,positive,0.43,1,107
21:46 tuker not only did ask question but he justified putin . 😢😢😢 this is tragedy,0,0,02/28/2024,21:46,1306,tuker not only did ask question but he justified putin . 😢😢😢 this is tragedy,0,negative,0.92,-1,43
1:20:10 Former Israeli leader Bennett said he received a pledge from the Russian president that Zleensky would be safe at the beginning of SMO.,0,0,02/28/2024,1:20:10,4810,former israeli leader bennett said he received a pledge from the russian president that zleensky would be safe at the beginning of smo.,0,neutral,0.9,0,160
"- you were so annoyed by journalists, you didn’t want to be one

- you’re probably tight! 1:36:24",0,0,02/28/2024,1:36:24,5784,"- you were so annoyed by journalists, you didn’t want to be one - you’re probably tight!",0,negative,0.88,-1,192
b*tch are you in charge lol 1:24:30,0,0,02/28/2024,1:24:30,5070,b*tch are you in charge lol,0,negative,0.79,-1,169
Only in 3:45 so far but felt the need to say....very well said intro !!!!  Now on to this 3 hour journey.  I enjoy all of your interviews and feel that you are doing an excellent job on your platform.,0,0,02/28/2024,3:45,225,only in so far but felt the need to say....very well said intro !!!! now on to this 3 hour journey. i enjoy all of your interviews and feel that you are doing an excellent job on your platform.,0,positive,0.98,1,7
"Most inane conversation Lex has dutifully tried to make sense of since Kanye. Dude was right once:

18:58 I've probably asked more asshole questions than like any living American you know I'm, as as has been noted correctly, I'm a dick by my nature ...",0,0,02/28/2024,18:58,1138,"most inane conversation lex has dutifully tried to make sense of since kanye. dude was right once: i've probably asked more asshole questions than like any living american you know i'm, as as has been noted correctly, i'm a dick by my nature ...",0,negative,0.87,-1,37
"22:18 Tucker should know by now that the government is not funded by taxpayers, it funded by the printing press obviously.",0,0,02/28/2024,22:18,1338,"tucker should know by now that the government is not funded by taxpayers, it funded by the printing press obviously.",0,negative,0.53,-1,44
44:49 HAHAHAHAHAHAHAHA UH OHHHHHHH... Dont go looking up his real name now!,0,0,02/28/2024,44:49,2689,hahahahahahahaha uh ohhhhhhh... dont go looking up his real name now!,0,negative,0.49,-1,89
43:22 Jes Citys where safe in the 80-90s….?,0,0,05/09/2024,43:22,2602,jes citys where safe in the 80-90s….?,0,neutral,0.88,0,86
42:36 nope Istanbul largest city habibi,0,0,05/09/2024,42:36,2556,nope istanbul largest city habibi,0,neutral,0.83,0,85
